gene_symbol,uniprot_id,protein_groups,protein_description,mol_weight_da,n_precursors_exp,n_samples_detected,pct_samples_detected,median_precursors_used,mean_log2_D14,mean_log2_D21,mean_log2_M03,mean_log2_M06,mean_log2_M12,mean_log2_M18,D14.20747.Quantity.log2,D14.20748.Quantity.log2,D14.20749.Quantity.log2,D14.20750.Quantity.log2,D14.20751.Quantity.log2,D21.20752.Quantity.log2,D21.20753.Quantity.log2,D21.20754.Quantity.log2,D21.20755.Quantity.log2,D21.20756.Quantity.log2,M03.20757.Quantity.log2,M03.20758.Quantity.log2,M03.20759.Quantity.log2,M03.20760.Quantity.log2,M03.20761.Quantity.log2,M06.20762.Quantity.log2,M06.20763.Quantity.log2,M06.20764.Quantity.log2,M06.20765.Quantity.log2,M06.20766.Quantity.log2,M12.20768.Quantity.log2,M12.20769.Quantity.log2,M12.20770.Quantity.log2,M12.20771.Quantity.log2,M12.20772.Quantity.log2,M18.20775b.Quantity.log2,M18.20776-40ul.Quantity.log2,M18.20777.Quantity.log2,M18.20778.Quantity.log2,M18.20779.Quantity.log2,p.value.M03-D14,adj.p.value.M03-D14,log2.fold.change.M03-D14,is.significant.M03-D14,t.statistic.M03-D14,p.value.M18-M03,adj.p.value.M18-M03,log2.fold.change.M18-M03,is.significant.M18-M03,t.statistic.M18-M03,go_molecular_function,go_biological_process,go_cellular_component,kegg_pathway
Pls3,A0A1C7CYV0,A0A1C7CYV0;Q99K51,Plastin-3 (Fragment),70642.82,53,30,100,29,8.994146152260939,8.75202733050433,8.540297928829768,8.707381750545526,8.711006565472436,8.453617953344306,9.079312569640985,8.862938945549336,9.060740618142995,8.96120246531921,9.006536162652171,8.882368224060688,8.643229982006758,8.83198504130034,8.660868560508405,8.741684844645466,8.62149924600886,8.591154328543086,8.515623449650477,8.452578714147275,8.52063390579914,8.741643600165357,8.75813739402298,8.657981845501524,8.64157166309439,8.737574249943377,8.911767201976195,8.592038258442345,8.65081488671621,8.788769402758996,8.611643077468438,8.536633539139965,8.605825706078823,8.518502967963016,8.320106818979838,8.287020734559889,2.2653596900310495e-5,8.35891335709761e-4,-0.4538482234311711,TRUE,-9.262935589766965,0.2635190422718857,0.493041083583149,-0.08667997548546147,FALSE,-1.2400651188567198,actin binding;binding;calcium ion binding;protein binding;cytoskeletal protein binding;ion binding;cation binding;metal ion binding;actin filament binding,organelle organization;cytoskeleton organization;cellular process;cellular component organization;cellular component assembly,cytoplasm;cell part,
Cherp,A0A1D5RL92,A0A1D5RL92;Q8CGZ0,Calcium homeostasis endoplasmic reticulum protein,106411.85,34,30,100,16.5,7.054972408351361,7.034998688850246,6.960050782036359,7.07030099402795,7.00218202759235,6.815303734139261,6.667522407444726,6.859481800683575,7.285020596218447,7.352858530630666,7.109978706779388,7.058360912265517,7.018043250455433,6.612677417403705,7.223976788841651,7.261935075284928,6.898863084324847,7.116394254905259,6.774353855868934,6.985572449282416,7.025070265800337,7.007129609153321,6.961518582413914,7.087332695096674,7.124347744046782,7.17117633942906,6.866828117515829,6.722133152738667,7.296618132615802,7.065283819940274,7.060046915151179,6.716969822125796,6.681504697622973,6.668590824225443,7.031102463550107,6.978350863171985,0.529261333242147,0.653481376734828,-0.0949216263150019,FALSE,-0.6707216006889813,0.17869849810087668,0.395768269965287,-0.14474704789709847,FALSE,-1.485858237277077,nucleic acid binding;RNA binding;binding,nucleobase-containing compound metabolic process;RNA processing;nitrogen compound metabolic process;cellular ion homeostasis;metabolic process;cellular process;RNA metabolic process;cellular homeostasis;cellular nitrogen compound metabolic process;homeostatic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process;biological regulation,,Spliceosome
Cdc42bpa,A0A1D5RLQ9,A0A1D5RLQ9;D3YYN8;E9PVY0;H7BX44;Q3UU96,non-specific serine/threonine protein kinase,198590.48,11,29,96.7,4,5.64818148265868,6.664423077015675,6.308282618310827,6.224505357885486,6.230990420282348,6.616080540487988,,6.310259408560761,5.568118254776313,6.656640893115331,4.057707374182319,6.815534867747667,6.539563168865744,6.80502223004976,6.805103141211964,6.35689197720324,6.427698009873061,5.957001226446923,6.3131018304105755,6.627140421488091,6.216471603335476,5.079699778545585,6.665557122441583,6.755026406500394,6.177931353106656,6.444312128833212,6.0630959920675185,6.52745564836032,5.630372565093181,6.33121464869541,6.602813247195312,7.163179153124339,6.480470480613012,6.697245986928707,6.633179613139086,6.106327468634797,0.1568761322368506,0.274975463834741,1.1285419765053435,FALSE,1.718228159843292,0.17582979533506538,0.391561672376199,0.3077979221771612,FALSE,1.5089068736159037,"nucleotide binding;magnesium ion binding;catalytic activity;protein kinase activity;protein serine/threonine kinase activity;binding;protein binding;ATP binding;kinase activity;transferase activity;transferase activity, transferring phosphorus-containing groups;phosphotransferase activity, alcohol group as acceptor;purine nucleotide binding;adenyl nucleotide binding;ribonucleotide binding;purine ribonucleotide binding;adenyl ribonucleotide binding;purine ribonucleoside triphosphate binding;identical protein binding;ion binding;cation binding;metal ion binding",phosphorus metabolic process;cellular component movement;organelle organization;cytoskeleton organization;metabolic process;cellular process;cellular component organization;locomotion;cellular metabolic process;cell motility,cytoplasm;cell projection;cell part,
Rbm34,A0A1D5RLR3,A0A1D5RLR3;Q8C5L7,RNA binding motif protein 34,46699.38,4,26,86.7,2.5,4.397049511787785,3.563316666927556,4.53956056025012,4.843768071397952,4.911461842636493,4.573388113511663,4.253322231836443,4.254761497420348,,4.426782881374878,4.653331436519471,,2.7642592246953184,4.093886416956613,3.1030104881907614,4.292110537867532,,3.5970875479205437,4.838958924104578,4.946423451789077,4.7757723171862825,4.541867157753946,4.841202100607494,4.929352872880294,4.821123589699485,5.085294636048544,,4.744556611714507,4.843255837483962,5.00163170821429,5.05640321313321,3.936931815486103,4.320327355756026,4.724934395518721,4.651745451239355,5.233001549558106,0.8755176460009824,0.916616371520656,0.07974342243339727,FALSE,0.16249016436952182,0.4647695855974121,0.673635744395934,0.35977814352216697,FALSE,0.7797882995338561,nucleic acid binding;RNA binding;binding,,,
Mau2,A0A1D5RLR7,A0A1D5RLR7;Q9D2X5,MAU2 chromatid cohesion factor homolog,73008.5,8,21,70,2,3.8765425564845337,3.9030301806729533,3.9729359912000524,4.118990423902912,3.750306218958606,3.1529476661585756,,3.5248053182888883,,4.191602206770563,3.913220144394149,4.3254546537852665,3.643986835639317,3.4891938284031188,3.8261360821421713,4.230379503394892,3.952518204371553,4.404500518497638,,3.884582316012685,3.650142925918334,3.3354322007139623,,4.627150665801245,3.749169828126481,4.76420900096996,,,3.8436214028150415,3.208323229490874,4.198974024569902,,,2.9871248522498135,3.318770480067337,,0.5569084620826841,0.677432745424151,0.28522299292114184,FALSE,0.612983074331903,0.13910574440199233,0.346131664474441,-0.8956282126031501,FALSE,-1.6552661111113545,,chromosome segregation;cellular process;cell division,cell part,
Gramd1b,A0A1D5RLT6,A0A1D5RLT6;A0A1L1SQ42;D3YWR0;Q80TI0,GRAM domain containing 1B,88749.03,12,20,66.7,5,,,5.3360413351850084,4.704108050359015,5.201872899552335,4.983698002145139,,,,,,,,,,,5.777417066635669,5.631326286418843,5.366600628333709,5.1278556609471515,4.777007033589672,4.572468477795973,4.822254459105957,5.195253994666769,4.324377386517433,4.606185933708942,5.012457795629031,4.683606447691093,5.880240802293062,4.855776890615765,5.577282561532725,5.32022198167707,5.134643778035514,3.234314150366347,6.225416341227282,5.003893759419481,0.00293602448961807,0.0182558912212358,2.2893088780833244,TRUE,5.099828518370374,0.5266578459970992,0.72364252702406,-0.35234333303986975,FALSE,-0.6795053638800133,,transport;lipid transport;establishment of localization,membrane;cell part,
Iws1,A0A1D5RLV0,A0A1D5RLV0;Q8C1D8,"IWS1, SUPT6 interacting protein",85303.54,20,30,100,7,7.799456102318027,7.860912646861074,7.892163059200182,7.897930407458621,7.72277331974139,7.726886548075756,7.860578369088723,7.973704021873203,7.776892211480145,7.784708921770245,7.601396987377813,7.655599942752755,8.034404213475414,7.744058066583046,7.83805803995237,8.032442971541785,7.870514951101133,7.788968986760211,7.549603376976779,8.21525836605933,8.036469615103458,7.761356037160052,8.242744832585943,7.674604031414363,8.011480818225014,7.799466317907732,7.4942838146979724,7.847728168189471,7.310263569658132,7.911537824617538,8.050053221543832,7.6603445877355085,7.829499483576505,7.571764792975792,7.744656587465247,7.828167288625724,0.4955414864836152,0.62546229928605,0.092706956882156355,FALSE,0.7242155920934027,0.23222484218379016,0.456383177146095,-0.16527651112442587,FALSE,-1.342174646726674,,,nucleus;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Wdfy3,A0A1D5RLV7,A0A1D5RLV7;G3UYW1;Q6VNB8,WD repeat and FYVE domain containing 3,392824.37,13,25,83.3,4,5.500108594505671,5.776018020184514,5.519704439975593,6.4259843017793745,6.20861703875196,6.11113287854498,,,,5.440713827487382,5.55950336152396,6.017154856836236,5.792931552810163,5.360031121584015,5.94518286241752,5.764789707274636,5.531491168261267,5.537116475806584,4.588436377450607,5.710425792039926,6.231052386319578,6.157967197343897,6.682252780380895,6.196286939567393,6.66478069441752,6.4286338971871615,6.715309648589416,6.314957127565409,,6.34016373306902,5.464037645783998,6.371962843973302,6.018081125420537,6.562723851630245,5.491763693155839,,0.13244510974876036,0.246682243342417,1.4432042849885427,FALSE,1.7981309909350216,0.8570285918084587,0.92716212474361,-0.15412558702202173,FALSE,-0.18977765661958795,binding;ion binding;cation binding;metal ion binding,,,
Iqsec1,A0A1D5RM83,A0A1D5RM83;E9PUA3;Q8R0S2,IQ motif and Sec7 domain 1,117929.09,17,30,100,5,5.500909898213562,5.192144252455682,6.17490692933046,5.896268569053859,6.11088317692546,6.585650229319325,5.278267239264704,5.784450337323393,5.303105826196448,6.005839360276778,5.132886728006493,5.528814990256219,4.7345020763363195,4.861044203365702,5.622371486691224,5.213988505628949,6.5353229635745365,5.978061375698513,5.997748366798318,6.272339323338992,6.091062617241942,5.543262090796582,6.005934764511322,5.879497248421202,5.8604781557602,6.1921705857799925,5.631088109520896,5.8976551188677675,5.755356951152791,6.527237161211851,6.743078543873999,6.3959351978985195,6.127374103386083,6.598601518756715,7.112861664127102,6.693478662428202,0.01190720341989301,0.0462127796329225,0.6739970311168975,TRUE,3.4216084989830087,0.07323281224273764,0.242146223394187,0.41074329998886494,FALSE,2.117808402589189,guanyl-nucleotide exchange factor activity;enzyme regulator activity;GTPase regulator activity;nucleoside-triphosphatase regulator activity,biological regulation,,
Rpl18a,A0A1D5RM85,A0A1D5RM85;P62717,Large ribosomal subunit protein eL20 (Fragment),24638.34,9,30,100,6,6.900612587357247,8.10904164258517,7.59087078087118,7.367109898978649,7.365655229746933,7.1478052799538645,6.261139116510339,6.2867740409117365,6.7980961954059005,7.6031292799069,7.553924304051356,7.543448664418009,7.711719060087588,8.777829490874701,8.653874030389881,7.858336967155671,7.332113056597731,7.527737210521532,7.468967149862254,7.945703780956383,7.679832706417999,6.806651292318781,6.895109647592158,8.076866146325143,7.614201977712818,7.442720430944341,7.934139954195062,7.706443742622008,7.203202954944038,6.881520002898961,7.102969494074601,6.739382092457806,6.429892335794997,7.514090371148903,7.577667963147934,7.477993637219681,0.07720215292311206,0.169971344508693,0.6902581935139329,FALSE,2.2184580256642525,0.1408168478635393,0.348455952056211,-0.44306550091731545,FALSE,-1.7182621421783504,structural constituent of ribosome;structural molecule activity,cytoplasmic translation;translation;metabolic process;biosynthetic process;cellular process;protein metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process,ribosome;ribonucleoprotein complex;macromolecular complex;organelle;intracellular organelle;intracellular non-membrane-bounded organelle;cell part,
Sh2d4a,A0A1D5RMA9,A0A1D5RMA9;Q9D7V1,SH2 domain containing 4A (Fragment),,14,30,100,5,4.987417260895549,5.875003581172998,4.831150394359395,5.000192868938348,4.658206368761138,4.527008174587397,5.076842339468212,4.781007349965958,5.349764725298855,4.814720531288053,4.914751358456664,5.868320035126763,5.719368765544665,5.88022622648818,5.848472608568378,6.058630270137006,5.064170251797577,4.295097962343879,4.67088409399966,5.027349387617057,5.098250276038802,4.880381880998692,5.153882567748743,5.297557368824641,5.068011158274824,4.601131368844839,4.8793528109722315,4.129708291922455,4.694854141508546,4.36862741566029,5.218489183742166,4.1632640858705,4.874607041409092,4.323220825071905,4.62387010641727,4.650078814168222,0.42924678915368697,0.567493460951394,-0.1562668665361544,FALSE,-0.8387792185871457,0.1674397857996982,0.381996815811253,-0.3041422197719976,FALSE,-1.5241779961876585,,,,
Polr2c,A0A1D5RML8,A0A1D5RML8;P97760,Polymerase (RNA) II (DNA directed) polypeptide C,48359.44,9,30,100,5,5.411719476777343,5.053704937602158,4.503416738077635,4.778030672663709,4.897796612481959,5.371479502840022,4.740440923512718,5.598180543662705,5.506520544344793,5.856011695717187,5.357443676649312,4.419663330864273,4.68886410949351,5.27420196115521,5.478477594957732,5.407317691540067,3.212318557074276,4.487931152048771,4.441764391338137,5.069844875511136,5.305224714415856,3.7910977899059657,4.580758629289711,4.916367427903632,5.323555920682067,5.278373595537167,5.40914410170922,4.787280162353227,4.570266975626245,5.007421877839466,4.714869944881635,3.891445810071059,5.120403218446627,6.152643363144837,6.276044727395368,5.416860395142214,0.0678257641182085,0.15571192718471,-0.9083027386997076,FALSE,-2.2261842261705156,0.16211232764420036,0.376539788910633,0.8680627647623869,FALSE,1.544365152682765,"nucleic acid binding;DNA binding;catalytic activity;DNA-directed RNA polymerase activity;binding;protein binding;transferase activity;transferase activity, transferring phosphorus-containing groups;nucleotidyltransferase activity;RNA polymerase activity;protein dimerization activity",nucleobase-containing compound metabolic process;nitrogen compound metabolic process;metabolic process;biosynthetic process;cellular process;RNA metabolic process;cellular nitrogen compound metabolic process;macromolecule metabolic process;cellular metabolic process;primary metabolic process,RNA polymerase complex;macromolecular complex;protein complex;cell part,
Ate1,A0A1L1SQ41,A0A1L1SQ41,Arginyl-tRNA--protein transferase 1,64094.81,11,30,100,5,5.3476264567587055,5.598151176735075,5.674558183333276,5.477742702542399,5.497092545811631,5.5065532762969465,5.045764493159644,5.060940948154323,5.602423857683636,5.559612935253492,5.469390049542431,5.812670976153485,5.686107645280911,5.677977655541425,5.698555357407532,5.115444249292022,5.8139505406193495,5.572149357675502,5.631550436587493,6.025054039802566,5.330086541981468,5.439823910557127,5.307932863880557,5.735141356417344,5.561692207780653,5.344123174076316,5.5334672153238635,5.642692182018106,5.772174202503536,5.299849280504764,5.237279848707881,5.708524022689585,5.612202813488241,5.3771296233430474,5.645256356954806,5.1896535650090545,0.08917871276060209,0.187532451504762,0.32693172657457037,FALSE,1.934420733300952,0.30199620875123945,0.53289834673661,-0.16800490703632942,FALSE,-1.1058172892880325,"catalytic activity;arginyltransferase activity;transferase activity;transferase activity, transferring acyl groups;transferase activity, transferring amino-acyl groups",proteolysis;metabolic process;protein metabolic process;macromolecule metabolic process;primary metabolic process;proteolysis involved in cellular protein catabolic process,nucleus;cytoplasm;organelle;intracellular organelle;intracellular membrane-bounded organelle;cell part,
Tln2,A0A1L1SQ51,A0A1L1SQ51;E9PUM4,Talin 2,271926.51,120,30,100,52,9.736419017360198,9.529960034502325,9.952510037361236,9.917811922197895,10.042777430520172,10.090711296210394,9.531974877543416,9.928336651303493,9.807572979578811,9.764927863943404,9.649282714431871,9.6252298105838,9.598108854335974,9.499759045583252,9.524856957365802,9.401845504642798,9.953961063324366,9.99175156687328,9.919792610691314,9.923107648275035,9.97393729764218,9.812820777315272,9.999216664375131,9.95436522074861,9.779646024103624,10.04301092444684,9.98232917987044,9.974016886487147,10.0297602034272,10.16571085756275,10.06207002525332,10.368126615532743,10.065059268033098,10.069466321203157,10.03730044560086,9.913603830682115,0.03183410446942269,0.090492808036997,0.21609102000103597,FALSE,3.11844943948318,0.13935351213150782,0.346452441674495,0.13820125884915768,FALSE,1.812918208282121,actin binding;structural molecule activity;structural constituent of cytoskeleton;binding;protein binding;cytoskeletal protein binding;actin filament binding,cell adhesion;cellular process;biological adhesion,cytoplasm;cytoskeleton;cell projection;organelle;intracellular organelle;intracellular non-membrane-bounded organelle;cell part,
Rps25,A0A1L1SQA8,A0A1L1SQA8;P62852,40S ribosomal protein S25,10309.11,7,30,100,6,9.463792409025961,11.160525759446156,11.715000604799206,11.43436633467075,10.566388254004048,10.299622375437254,9.343374557250256,9.87492198659314,9.72254490502382,9.603603255798967,8.774517340463628,11.059501086448195,11.097343706957393,11.6206218915745,10.8316436698453,11.193518442405392,11.688753149628658,11.991387940724575,11.511229897667906,11.438474362454082,11.94515767352082,11.229851500760926,11.171779387300372,11.4723678310444,11.800922505821502,11.49691044842655,10.378182781409585,10.901482785959107,10.32582545620354,10.292615541236051,10.933834705211948,10.21535673062703,10.600782691551906,10.394336428775766,10.163440232426597,10.12419579380497,3.631359878608366e-5,0.00110569292798658,2.2512081957732484,TRUE,10.102275278212472,1.2498842665438063e-5,0.00303617719747933,-1.4153782293619557,TRUE,-9.95697105709143,,,ribosome;ribonucleoprotein complex;macromolecular complex;organelle;intracellular organelle;intracellular non-membrane-bounded organelle;cell part,
